id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,status_url,entities_str
519186097759588000,fxverger,"RT @MinistereCC: #RencNum ""Encourager le partage et la #participation, rapprocher l'artiste et le citoyen, l'œuvre et son public"" @fleurpel…",Mon Oct 06 18:03:06 +0000 2014,06/10/2014 19:03:06,,fr,,,2478952246,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/497117393399726080/2n6xkY94_normal.jpeg,18,39,http://twitter.com/fxverger/statuses/519186097759588353,"{""hashtags"":[{""text"":""RencNum"",""indices"":[17,25]},{""text"":""participation"",""indices"":[55,69]}],""symbols"":[],""urls"":[],""user_mentions"":[{""screen_name"":""MinistereCC"",""name"":""Ministère CultureCom"",""id"":822984456,""id_str"":""822984456"",""indices"":[3,15]},{""screen_name"":""fleurpellerin"",""name"":""Fleur Pellerin"",""id"":38021678,""id_str"":""38021678"",""indices"":[139,140]}]}"
519182808015991000,TrendBees,#TT #Twitter #France #lasthour : #Bianchi #Pauline #Rennes #RencNum #RMC_Sport,Mon Oct 06 17:50:02 +0000 2014,06/10/2014 18:50:02,,fr,,,2279637884,,"<a href=""http://v1.trendbees.net/"" rel=""nofollow"">Trendbees v1</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,13,20,http://twitter.com/TrendBees/statuses/519182808015990784,"{""hashtags"":[{""text"":""TT"",""indices"":[0,3]},{""text"":""Twitter"",""indices"":[4,12]},{""text"":""France"",""indices"":[13,20]},{""text"":""lasthour"",""indices"":[21,30]},{""text"":""Bianchi"",""indices"":[33,41]},{""text"":""Pauline"",""indices"":[42,50]},{""text"":""Rennes"",""indices"":[51,58]},{""text"":""RencNum"",""indices"":[59,67]},{""text"":""RMC_Sport"",""indices"":[68,78]}],""symbols"":[],""urls"":[],""user_mentions"":[]}"
519181629714338000,Rigaben,RT @LaurePressac: Je vous donnerai tout le soutien nécessaire pour faire bouger les lignes et soutenir le numérique dit @fleurpellerin #Ren…,Mon Oct 06 17:45:21 +0000 2014,06/10/2014 18:45:21,,en,,,224332618,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/510365256950894592/0IsL04dV_normal.jpeg,903,739,http://twitter.com/Rigaben/statuses/519181629714337792,"{""hashtags"":[{""text"":""RencNum"",""indices"":[135,140]}],""symbols"":[],""urls"":[],""user_mentions"":[{""screen_name"":""LaurePressac"",""name"":""Laure Pressac"",""id"":407725092,""id_str"":""407725092"",""indices"":[3,16]},{""screen_name"":""fleurpellerin"",""name"":""Fleur Pellerin"",""id"":38021678,""id_str"":""38021678"",""indices"":[120,134]}]}"
519181506766713000,fabbib75,Franc succès de la Table Mash Up de Romuald Beugnon (petit génie!) http://t.co/lkg0KLy04a aux #RencNum http://t.co/OFhX54EKMD,Mon Oct 06 17:44:51 +0000 2014,06/10/2014 18:44:51,,fr,,,1217892920,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/3306656124/762b106c4093ec1cee2394df308426bb_normal.jpeg,108,388,http://twitter.com/fabbib75/statuses/519181506766712832,"{""hashtags"":[{""text"":""RencNum"",""indices"":[94,102]}],""symbols"":[],""urls"":[{""url"":""http://t.co/lkg0KLy04a"",""expanded_url"":""http://www.mashuptable.fr/"",""display_url"":""mashuptable.fr"",""indices"":[67,89]},{""url"":""http://t.co/OFhX54EKMD"",""expanded_url"":""http://petitlien.fr/rencnum"",""display_url"":""petitlien.fr/rencnum"",""indices"":[103,125]}],""user_mentions"":[]}"
519178132952449000,Mr_mecenat,RT @LebelAube: #RencNum  #ClicMuse retenu comme service  innovant. Vivez l'expérience dès nov. Twitter-moi pour betatester! RT SVP http://t…,Mon Oct 06 17:31:27 +0000 2014,06/10/2014 18:31:27,,fr,,,127044368,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/779594948/miquel_Barcelo_normal.jpg,3493,1280,http://twitter.com/Mr_mecenat/statuses/519178132952449024,"{""hashtags"":[{""text"":""RencNum"",""indices"":[15,23]},{""text"":""ClicMuse"",""indices"":[25,34]}],""symbols"":[],""urls"":[],""user_mentions"":[{""screen_name"":""LebelAube"",""name"":""ClicMuse/Aube Lebel"",""id"":1331084616,""id_str"":""1331084616"",""indices"":[3,13]}],""media"":[{""id"":519174236859269100,""id_str"":""519174236859269121"",""indices"":[139,140],""media_url"":""http://pbs.twimg.com/media/BzR6N7yIAAEXNxD.jpg"",""media_url_https"":""https://pbs.twimg.com/media/BzR6N7yIAAEXNxD.jpg"",""url"":""http://t.co/fSZifxDkJW"",""display_url"":""pic.twitter.com/fSZifxDkJW"",""expanded_url"":""http://twitter.com/LebelAube/status/519174237958184961/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":909,""h"":736,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":600,""h"":485,""resize"":""fit""},""small"":{""w"":340,""h"":275,""resize"":""fit""}},""source_status_id"":519174237958184960,""source_status_id_str"":""519174237958184961""}]}"
519177892119728000,LucieMediation,RT @LaurePressac: Il faut partir des pratiques des jeunes natifs du numérique pour les toucher dit @fleurpellerin #RencNum,Mon Oct 06 17:30:30 +0000 2014,06/10/2014 18:30:30,,fr,,,1510069945,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/378800000054465806/b6474eb39b547220e9c46a433ddcae73_normal.jpeg,291,893,http://twitter.com/LucieMediation/statuses/519177892119728128,"{""hashtags"":[{""text"":""RencNum"",""indices"":[114,122]}],""symbols"":[],""urls"":[],""user_mentions"":[{""screen_name"":""LaurePressac"",""name"":""Laure Pressac"",""id"":407725092,""id_str"":""407725092"",""indices"":[3,16]},{""screen_name"":""fleurpellerin"",""name"":""Fleur Pellerin"",""id"":38021678,""id_str"":""38021678"",""indices"":[99,113]}]}"
519176322258846000,Offjustbiebsfan,"RT @TTMobile_fr: TT FRANCE 18:05
1.#NicoleDansLeMag
2.#ThankYou1DForTheWWAT
3.#WeWillBeThereUntilTheirFinalHug
4.Nicole Scherzinger
5.#Renc…",Mon Oct 06 17:24:15 +0000 2014,06/10/2014 18:24:15,,fr,,,2525037807,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/486973595223334912/SNDcKrDM_normal.jpeg,311,734,http://twitter.com/Offjustbiebsfan/statuses/519176322258845696,"{""hashtags"":[{""text"":""NicoleDansLeMag"",""indices"":[35,51]},{""text"":""ThankYou1DForTheWWAT"",""indices"":[54,75]},{""text"":""WeWillBeThereUntilTheirFinalHug"",""indices"":[78,110]},{""text"":""RencNum"",""indices"":[134,140]}],""symbols"":[],""urls"":[],""user_mentions"":[{""screen_name"":""TTMobile_fr"",""name"":""TT Mobile FR"",""id"":2644781264,""id_str"":""2644781264"",""indices"":[3,15]}]}"
519175258486866000,MentaphoneFr,#RencNum #Lens http://t.co/gFWcwo2iRk Question: Tu veut sortir avec moi ?,Mon Oct 06 17:20:02 +0000 2014,06/10/2014 18:20:02,,fr,,,1546674667,,"<a href=""http://mentaphone.fr"" rel=""nofollow"">Mentaphone Question Du Jour Bot</a>",http://pbs.twimg.com/profile_images/378800000060019871/8affbeb8e6163337a983c35008253574_normal.png,368,455,http://twitter.com/MentaphoneFr/statuses/519175258486865922,"{""hashtags"":[{""text"":""RencNum"",""indices"":[0,8]},{""text"":""Lens"",""indices"":[9,14]}],""symbols"":[],""urls"":[{""url"":""http://t.co/gFWcwo2iRk"",""expanded_url"":""http://mentaphone.fr"",""display_url"":""mentaphone.fr"",""indices"":[15,37]}],""user_mentions"":[]}"
519174237958185000,LebelAube,#RencNum  #ClicMuse retenu comme service  innovant. Vivez l'expérience dès nov. Twitter-moi pour betatester! RT SVP http://t.co/fSZifxDkJW,Mon Oct 06 17:15:58 +0000 2014,06/10/2014 18:15:58,,fr,,,1331084616,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/513360403032576000/xTIy8jHO_normal.png,575,695,http://twitter.com/LebelAube/statuses/519174237958184961,"{""hashtags"":[{""text"":""RencNum"",""indices"":[0,8]},{""text"":""ClicMuse"",""indices"":[10,19]}],""symbols"":[],""urls"":[],""user_mentions"":[],""media"":[{""id"":519174236859269100,""id_str"":""519174236859269121"",""indices"":[116,138],""media_url"":""http://pbs.twimg.com/media/BzR6N7yIAAEXNxD.jpg"",""media_url_https"":""https://pbs.twimg.com/media/BzR6N7yIAAEXNxD.jpg"",""url"":""http://t.co/fSZifxDkJW"",""display_url"":""pic.twitter.com/fSZifxDkJW"",""expanded_url"":""http://twitter.com/LebelAube/status/519174237958184961/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":909,""h"":736,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":600,""h"":485,""resize"":""fit""},""small"":{""w"":340,""h"":275,""resize"":""fit""}}}]}"
519174215350878000,jaimelesmuses,"RT @MuzeoNum: Demain après-midi, retrouvez @comcomclaire, @remiforall et Xavier Derégel pour parler web au musée #RencNum : http://t.co/Kr6…",Mon Oct 06 17:15:53 +0000 2014,06/10/2014 18:15:53,,fr,,,86910474,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/901885576/08-507834_normal.jpg,2005,1015,http://twitter.com/jaimelesmuses/statuses/519174215350878208,"{""hashtags"":[{""text"":""RencNum"",""indices"":[113,121]}],""symbols"":[],""urls"":[{""url"":""http://t.co/Kr6CFYhPMc"",""expanded_url"":""http://rencontres-numeriques.org/2014/"",""display_url"":""rencontres-numeriques.org/2014/"",""indices"":[139,140]}],""user_mentions"":[{""screen_name"":""MuzeoNum"",""name"":""MuzeoNum"",""id"":401344066,""id_str"":""401344066"",""indices"":[3,12]},{""screen_name"":""comcomclaire"",""name"":""C"",""id"":181498040,""id_str"":""181498040"",""indices"":[43,56]},{""screen_name"":""remiforall"",""name"":""Rémi Vincent"",""id"":6663162,""id_str"":""6663162"",""indices"":[58,69]}]}"
